W,Frequence,Mut,Freedom_L,Freedom_R,mark
拉亚斯特,337,6.4,3.834,4.89,1
辣眼睛,1336,8.2,3.576,4.548,1
来考古,1770,5,3.638,4.423,1
来世愿做,2452,7.2,3.362,2.755,1
莱娜小姐,567,8.8,2.294,4.074,1
蓝公主,269,8.7,4.709,5.327,1
老八真男人,713,6,2.148,3.78,1
老版本,431,5,4.368,3.865,0
老吊,371,5.1,3.908,2.382,0
老番茄,3498,5.9,4.688,5.489,1
老师好,2331,7.2,4.57,5.085,0
老徐,2349,6.5,5.136,4.355,1
雷电法王,403,7.3,4.617,4.827,1
雷佳音,273,11.2,2.336,3.585,1
雷霆嘎巴,1047,15.2,4.771,5.094,1
雷总,257,6.5,3.373,3.679,1
蕾某人,2050,8.6,2.544,3.207,1
蕾姆,6032,9,3.123,5.253,1
泪目,416,6.5,3.741,3.15,1
冷知识,266,9.2,3.834,4.97,1
历史课代表,642,14.2,3.863,2.873,0
莉莉娅,1042,10.9,3.31,5.822,1
栗山未来,416,11.7,3.894,3.619,1
恋爱循环,537,5.4,4.292,5.531,1
梁非凡,2615,10,2.245,3.713,1
两百万助攻,354,8.1,3.144,2.81,0
两倍速,1343,6.1,4.25,2.755,0
两倍新世界,672,5.4,3.673,4.056,0
两级反转,681,6.1,4.93,5.543,1
两极反转,387,7.5,4.357,5.223,0
两开花,7217,7.4,5.346,4.476,1
两行泪,605,5.7,2.399,4.028,1
聊天鬼才,438,7,3.688,4.577,0
琳琅天上,879,15.1,3.661,4.751,0
灵魂p图,432,8.9,3.079,2.967,1
灵魂歌手,301,9.7,2.881,3.746,1
灵魂注入,2210,11.7,3.876,2.751,1
灵堂歌姬,1403,12.9,3.378,4.65,1
溜肥肠,2732,10.5,2.65,3.066,1
流浪地球,267,8.4,4.389,3.401,1
六道佩恩,309,6.5,2.068,2.392,1
六贵族,431,7.9,3.166,4.257,1
龙傲天,324,9.8,3.26,4.101,1
龙卷风摧毁停车场,3858,17.3,5.045,5.576,0
龙门粗口,334,6.4,4.009,4.931,1
龙舌兰姑娘,1035,10.3,3.7,4.589,1
龙神剣喰,326,9.7,2.729,5.073,1
撸啊撸,299,9.2,3.376,2.974,1
卢老爷,2399,5.6,4.359,5.023,1
卢姥爷,7546,14.2,4.734,5.235,1
卢锡安,1518,10.5,4.609,6.161,1
炉石传说,340,11.4,3.861,2.459,1
鲁班大师,1036,11,5.136,5.852,1
路飞,458,5.4,3.504,4.102,1
路转粉,403,6.8,3.388,3.531,1
乱杀,1426,6.4,4.141,5.667,1
轮回乐园,340,8.6,4.463,2.49,1
轮子妈,322,8.1,5.066,4.758,1
罗老师,1414,6.1,4.153,4.767,1
逻辑鬼才,1378,21.3,5.242,5.453,0
螺旋丸,1584,17.2,4.717,5.81,1
洛克王国,480,9,4.077,3.986,1
洛天依,821,7.1,2.05,2.449,1
落地成盒,402,8.2,5.062,4.902,1
吕子乔,390,9.1,3.502,2.732,1
律师含,422,11.4,4.051,3.241,1
律师函警告,11107,14.7,5.341,5.727,1
略略略,514,11.3,4.92,4.348,1
妈耶,1017,6.6,3.568,3.456,1
麻辣香锅,264,8.6,5.027,5.144,1
麻衣学姐,1059,11.5,4.872,4.185,1
马保国,1150,7.1,3.435,4.542,1
马老师,7065,6.1,4.574,5.237,1
埋了吧,263,5.2,2.378,5.215,1
满分作文,1472,8.3,4.665,5.926,1
盲猜,1888,8.9,4.388,5.731,1
猫皇,1222,7.6,4.66,4.56,1
毛毛姐,660,7.8,2.248,3.234,1
么么哒,2535,7.2,4.823,5.702,1
么么呆,362,7.2,4.59,4.987,1
没必要,2022,5.1,4.522,6.452,0
没灵魂,580,5.9,4.201,4.059,0
没视野,749,7,5.32,5.109,0
没素质,642,7.4,4.57,4.247,0
没文化,1285,6.1,3.34,2.637,0
梅花十三,278,7.9,4.115,3.387,1
梅开三度,340,7.2,2.68,4.689,1
每日必刷,318,6.5,3.029,2.624,0
每日一遍,6903,9.6,5.162,6.022,0
每日一次,487,6.9,3.288,3.809,0
每日一看,460,6.9,3.89,3.38,0
每日一刷,7502,9.7,5.305,5.565,1
每日一听,270,6.3,2.819,2.757,0
每日亿遍,4156,9.1,4.745,5.634,0
每日亿刷,433,6.8,3.415,3.053,0
每天一边,314,5.8,2.613,3.245,0
每天一遍,12747,9.5,5.342,6.198,0
每天一次,741,6.7,3.383,4.199,0
每天一刷,833,6.8,3.384,3.947,0
每天一听,259,5.6,2.682,2.923,0
每天亿遍,7870,9.1,5.029,5.956,0
美国队长,363,7.5,3.81,3.79,1
美汁汁,474,8.3,2.703,4.109,1
闷声发大财,760,11.3,4.495,4.631,0
蒙犽,476,10.2,4.687,5.923,1
猛男必看,649,6,4.06,4.503,0
猛男落泪,751,6.2,4.358,5.065,0
锰男,293,7.6,3.64,3.308,1
懵逼,3895,5.6,4.803,4.887,1
梦幻联动,4627,10.2,4.635,5.637,1
米奇妙妙屋,350,8.5,2.586,3.388,1
蜜汁好听,1459,10.9,4.269,4.813,1
勉强能冲,1764,13.3,4.744,5.627,1
面筋哥,4692,10.3,4.865,4.364,1
喵内,2853,6.9,4.023,4.08,1
喵帕斯,851,9.8,3.877,4.005,1
名场面,10018,10.2,3.705,6.271,1
名侦探,718,11.4,3.361,3.273,1
名侦探柯南,269,8.3,2.884,3.331,0
明年见,1659,8,4.244,5.228,0
明示投币,1036,15.2,3.907,4.363,1
鸣人,1307,5.6,4.406,5.238,1
魔法少女,1504,8.7,5.406,4.34,1
魔角侦探,437,8.3,3.591,3.916,1
魔兽世界,449,7.5,4.899,4.875,1
末日人机,331,7.8,4.864,5.431,1
莫挨老子,1628,10,4.117,3.472,1
莫名好听,1971,7.9,4.441,4.815,1
母子平安,1094,10.3,4.682,5.278,1
那位大人,1097,5,3.247,3.372,0
纳米核心,256,8.9,4.729,4.219,1
娜可,1766,6.7,3.465,3.701,1
男妈妈,1414,5.6,2.988,4.913,1
能天使,5803,5.5,4.201,5.621,1
尿素过多,1141,11.6,3.751,4.301,1
牛掰,1364,5.6,3.802,4.21,1
牛逼,145667,6,3.114,3.844,1
诺克萨斯,3784,11.7,5.739,5.424,1
女少口阿,2517,7,3.825,4.548,1
女装大佬,720,6.5,4.781,5.83,1
哦吼,1343,5.6,4.496,5.215,1
哦豁,2589,7.1,5.177,4.15,1
派大星,2120,6,2.892,3.864,1
泡芙,1711,9.8,5.193,5.769,1
陪玩,734,5.3,4.509,5.049,1
佩恩六道,714,12.5,2.496,3.618,1
平a,2459,7.7,3.595,5.135,1
奇美拉,269,7.5,2.229,3.185,1
琪亚娜,1382,10.1,2.913,4.689,1
琦玉,1175,10.4,3.021,4.54,1
企业文化,1308,17.8,4.891,5.833,1
恰饭了,384,7,3.609,5.05,1
千万助攻,3058,9.7,4.186,4.069,1
前方高能,67302,11.3,6.303,7.006,0
前方核能,11382,9.5,5.476,5.981,0
强风吹拂,331,6,4.312,4.699,1
切格瓦拉,269,9.8,2.396,3.576,1
秦时明月,1099,9.4,5.146,5.323,1
秦王扫六合,2153,17.4,3.747,4.68,1
清泉流响,1297,11.3,3.502,4.63,1
请关闭弹幕,270,6.2,2.639,3.66,0
全部反弹,4833,10.6,3.649,3.796,0
全场最佳,1098,8.9,3.996,4.314,0
全程高能,1849,11.4,4.386,5.281,0
全剧终,264,7.7,3.1,2.494,0
全明星阵容,648,8.4,3.327,4.025,0
全体倒立,341,8.5,4.064,4.349,1
全体起立,53799,13.6,5.521,6.122,1
全体上刺刀,2191,16.3,3.871,2.681,0
全文背诵,2694,10.3,4.414,4.974,1
全员恶人,1084,10,4.864,5.31,1
全职猎人,457,12,4.86,4.828,1
让他恰,2996,7.1,3.607,3.123,0
热乎的,4002,13,5.204,6.603,1
人渣的本愿,277,11.7,3.798,4.042,0
日本人,1133,7.4,4.647,4.702,1
日常一刷,330,8.7,3.01,3.046,0
荣耀水晶,335,12.8,4.313,4.833,1
荣耀之剑,1239,14.2,2.231,2.366,1
肉蛋葱鸡,1396,7.4,2.981,5.667,1
儒雅随和,1927,16,4.968,5.219,1
汝甚骚,4912,10.1,4.001,3.468,1
撒贝宁,1018,10.4,4.583,4.238,1
赛尔号,443,8.5,4.911,4.798,1
三国杀,457,6.3,4.448,4.403,1
三姐妹,413,5.5,3.769,5.09,1
三玖是天,275,8.1,3.451,3.138,1
三连,14709,7.1,3.933,3.347,1
三连了,4272,5.9,3.742,5.902,0
三千世界,440,7.6,3.25,3.963,1
伞兵一号,3381,11.3,4.414,3.807,1
散华礼弥,342,10.1,3.747,3.344,1
杀戮天使,332,9.9,4.583,4.237,1
傻狍子,329,12.6,4.733,5.221,1
山东一区,262,8.5,3.758,3.408,1
闪电鞭,697,6.8,3.489,3.884,1
闪亮登场,271,6.6,3.507,3.765,1
上刺刀,2476,6.9,3.166,2.989,1
上单,1644,5.5,4.726,4.969,1
上帝视角,1212,6.7,4.206,2.998,1
上电视,7196,6.3,3.67,3.031,1
上勾拳,1243,6.2,3.126,5.496,1
上香,16937,5.9,5.14,4.788,1
少儿频道,444,6.6,4.267,4.362,1
社会人,417,5.8,4.15,3.86,1
绅士好,430,14.2,4.004,3.647,1
什么鬼,9961,11,4.346,4.945,0
神tm,2345,7.9,3.876,5.83,1
神奇宝贝,432,6.8,4.031,4.259,1
神仙up,454,5.3,3.731,2.76,0
神仙填词,415,5.3,2.839,2.897,0
失踪人口回归,4778,16.9,5.205,5.954,1
师傅好,1655,14.1,4.072,4.385,0
十年荣耀,1836,8.3,5.03,3.291,0
石矶娘娘,262,13.7,3.364,2.551,0
石头门,1115,8.1,4.802,4.062,0
石头人,2221,8.8,5.383,5.319,0
时代考古,2576,10.3,2.046,5.403,0
时间线,258,7.1,3.234,3.636,0
时空警察,328,6.4,3.667,4.094,1
使命召唤,741,8.8,4.459,4.361,1
世界第一,5700,12.6,5.437,5.646,0
世界名画,2630,11.8,5.139,5.962,0
世界赛,2048,11.6,4.681,4.422,1
是职业,440,7.1,3.091,3.838,0
逝者安息,2267,11.6,4.624,5.005,1
弑君者,458,7.2,5.05,5.037,1
手动滑稽,1892,7.3,5.089,5.956,1
守望先锋,1509,11.9,5.451,5.488,1
守卫军,1161,13.6,2.727,3.282,1
首页通知书,3104,15.3,4.267,5.73,0
舒服了,27628,15.5,4.669,7.246,0
蜀维埃,407,12.1,2.358,2.756,1
数学鬼才,343,7.4,4.131,4.684,0
甩狙,915,8.8,5.053,4.155,1
水晶哥,456,12.1,5.172,4.605,1
水晶之痕,410,11.9,4.704,4.867,1
水视频,372,10,3.301,4.947,1
瞬间爆炸,749,11.9,4.883,5.257,0
说的没错,289,5.6,3.508,3.602,1
司马脸,754,9.3,2.833,3.316,1
思维窃取,625,12.5,3.67,3.681,1
四川脏话,384,6.5,4.294,4.222,1
宋义进,1078,12.8,4.848,3.885,1
苏联解体,1112,12.9,3.622,4.475,1
素质三连,1424,16.4,4.791,4.446,1
太强了,8201,5.9,3.872,5.531,0
太秀了,4505,5.5,3.107,4.613,0
躺枪,739,7.9,4.823,4.81,1
烫嘴,686,8.3,4.58,4.452,1
特么,3036,6.9,2.68,5.628,1
替身攻击,1682,10.8,2.127,5.908,1
天皇驾崩,1046,7,3.711,4.096,1
天皇驾到,737,6.7,3.991,4.494,1
天降之物,447,7.5,4.228,4.306,1
天籁之音,2140,14.3,3.286,4.829,1
天气之子,1394,6.7,4.899,5.361,1
天神下凡,1369,5.2,5.752,5.95,1
天尊杨戬,5149,10.2,2.795,3.423,1
填词泪目,2105,11.5,2.77,4.782,0
填词满分,432,9.9,3.198,3.333,0
舔狗,3764,7.2,4.721,5.081,1
挑战失败,720,10.5,4.402,4.698,1
铁男,1544,6.9,5.061,5.153,1
同行衬托,256,6.4,2.285,4.037,1
桐老爷,447,6.2,2.599,3.36,1
童年回忆,1125,9.7,3.881,3.236,1
痛苦面具,1196,10.4,4.59,5.441,1
退出直播间,4808,8,4.031,6.072,1
完结撒花,3244,10.2,5.107,5.933,0
玩尼玛,327,6.5,4.294,3.773,1
万世荣光,703,7.2,2.232,3.008,1
王者荣耀,3541,7,5.784,5.786,1
网易云,1113,11.4,4.433,4.094,1
忘记原唱,1379,9.1,3.357,3.357,1
薇尔莉特,1148,10.2,2.703,4.492,1
为敬,1830,6.5,2.158,4.104,1
未闻花名,1137,12,5.065,5.414,1
胃疼,415,8.3,4.195,4.106,1
文豪野犬,1497,11.8,3.742,4.867,1
文明和谐,1424,11.1,2.322,3.685,1
文体两开花,2612,12,4.7,4.937,1
我拒绝,1281,6.5,4.248,5.326,1
我童年,1516,5.7,2.845,4.32,1
卧槽无情,1507,10.7,4.348,5.262,1
握草,2064,6.6,3.365,4.667,1
乌鸦坐飞机,5429,15,5.508,6.019,1
无耻老贼,1118,10.4,4.384,5.097,1
无敌了,2475,8.5,4.922,6.303,1
无缝衔接,1318,9.8,3.99,5.114,1
无悔二次元,1945,10.9,2.599,5.01,1
无悔入二次元,8041,15.8,2.078,5.767,1
无限火力,2734,12,5.711,6.01,1
无限循环,814,10.8,4.287,4.515,1
无压力,1680,7.2,4.593,4.993,1
无意冒犯,13256,10.5,5.392,5.925,1
芜湖起飞,1907,14.6,5.084,6.189,1
吾辈楷模,3698,12.4,5.069,5.427,1
吾乃,1805,6.3,4.349,3.488,1
吾王美如画,1971,6.1,4.164,3.912,1
舞法天女,341,8.3,3.701,4.889,1
勿忘国耻,1217,9.9,4.281,3.474,1
物理课代表,660,12.6,3.276,3.118,1
物业敲门,2159,15.4,3.654,4.765,0
西宫硝子,445,8.7,3.444,3.688,1
希尔薇,325,10.5,4.471,4.035,1
洗脑了,1665,9.9,2.087,5.426,1
洗脑循环,462,8.7,2.415,3.334,1
细思极恐,445,10.7,3.334,3.447,1
狭路相逢勇者胜,4308,11.9,4.392,2.718,1
下次丕定,1907,9.6,4.886,5.345,1
下次一定,165738,11.4,6.267,6.944,1
下次亿定,711,6,3.529,4.408,1
献出心脏,60908,13.3,5.875,3.019,1
相位猛冲,261,8.8,3.787,5.262,1
香蕉君,1158,6.7,4.396,3.178,1
香蕉鱼,338,5.5,3.62,3.856,1
小凤凰,746,9.2,4.82,5.162,1
小花生,1525,5.1,5.138,6.04,1
小排球,1316,7,4.048,4.664,1
小樱,733,5.4,4.256,4.281,1
小蜘蛛,329,11.2,3.942,4.942,1
谢罪警告,1447,10.5,4.462,5.08,1
蟹老板,373,5.9,3.3,2.96,1
辛德拉,1252,8.9,4.137,5.98,1
辛德勒的名单,259,15.5,2.665,2.897,1
辛苦啦,2509,11.7,4.388,6.077,1
新版本,327,5.9,2.441,4.732,1
新宝岛,1746,8.4,4.373,4.679,1
新兰永恒,1373,9,2.999,4.798,1
星尘十字军,1116,11.8,2.085,4.254,1
星游记,1392,9.6,3.487,3.87,1
猩猩计划,266,13.4,2.907,2.788,1
行窃预兆,271,8,4.73,3.445,1
兄弟们,19190,15.2,3.037,4.275,1
兄弟萌,752,11.9,3.247,2.662,1
徐老师,1563,6.1,5.379,5.381,1
许愿清泉,1250,10.3,4.295,2.582,1
许愿万世,1316,10.3,4.435,2.613,1
学废了,683,7.8,4.106,5.196,1
雪乃,1162,7.6,3.821,3.795,1
血赚,1106,7.8,3.961,4.689,1
押韵鬼才,880,13.1,4.246,4.894,1
押韵狂魔,912,13.2,3.62,4.545,1
宴请八方,1763,11.2,3.869,4.452,1
杨超越,1577,7.1,4.405,2.322,1
妖刀姬,264,5.5,3.983,2.976,1
妖魔鬼怪快离开,2149,14.5,3.75,4.366,0
妖尾,1265,9,4.503,5.144,1
瑶瑶公主,1426,9.5,3.605,4.79,1
要坚强,2138,9.6,3.041,4.099,1
要素察觉,1915,9.1,4.607,5.332,1
要素过多,20587,11.5,5.548,6.084,1
要素溢出,884,8.3,3.314,4.491,1
爷的青春,2255,7.6,2.363,3.48,1
爷青回,2327,9.6,2.727,5.057,1
吔屎,4443,7.5,3.966,2.21,1
一刀修罗,2640,5.6,4.783,4.902,1
一方通行,1934,7.1,5.106,5.336,1
一技能,2097,9.6,5.392,6.563,0
一脸懵逼,1771,6,3.91,5.025,1
一路走好,4661,5.5,3.001,5.252,1
伊卡洛斯,434,5.6,4.181,4.255,1
伊丽莎白鼠,628,7.6,3.913,4.136,1
伊莉雅,1499,9.6,4.506,4.428,1
医学奇迹,2205,12.5,5.472,6.175,1
已盗,1524,7.3,2.202,4.879,1
已举报,463,7.8,3.112,4.487,1
已投币,915,5.6,3.598,5.015,1
亿万调音,652,5.8,3.18,3.906,0
亿万调音师,1258,6.5,4.236,4.305,0
亿万填词,4775,7.8,4.472,5.544,1
义结筋澜,275,11.1,2.069,2.82,1
亦如,1421,6.6,2.75,2.016,1
异度侵入,681,10,3.765,4.685,1
异世界,1059,10.7,2.568,4.935,1
意大利炮,1885,7.5,2.613,2.371,1
音乐区,5234,11.5,3.374,4.882,1
氤氲之息,1177,21.6,3.478,3.628,1
银老板,1308,6.6,4.202,5.005,1
英文字幕,1279,11,4.12,4.868,1
英雄联盟,4446,12.9,5.824,5.5,1
樱岛麻衣,3891,10.6,3.709,2.768,1
影流之主,1700,10,4.409,4.574,1
拥趸,1609,10.7,2.018,2.476,1
永不败北,5615,6.8,2.146,5.691,1
永久反弹,18664,11.9,5.106,5.593,1
永相随,854,11,2.3,3.934,1
永远的神,4282,7.3,5.729,5.164,1
永远滴神,8425,12.5,6.392,6.082,1
用爱发电,261,6.8,3.161,2.516,1
悠悠球,262,16.1,2.804,2.632,1
由乃,1823,6.5,2.492,2.64,1
游戏结束,4515,12.4,5.64,6.372,1
游戏人生,1569,11.3,5.425,5.636,1
鼬神,266,5.6,4.268,3.841,1
宇智波佐助,419,11.4,3.016,2.582,1
雨露均沾,290,11.5,4.865,5.032,1
雨女无瓜,1384,7.7,3.764,5.082,1
语文课代表,839,10.6,3.898,4.394,0
玉藻前,408,15.4,2.146,3.435,0
御剑,458,7.2,3.573,2.222,1
原谅他,430,14,3.113,2.961,1
原声大碟,931,8.4,4.071,4.473,1
缘分的天空,261,15.5,3.154,4.142,1
猿形毕露,269,10.8,2.737,2.175,1
源计划,409,12.2,3.021,4.995,1
远古版本,711,10.2,5.457,5.758,1
远古龙,444,9.7,5.289,4.43,1
月轮,324,6.9,3.867,4.614,1
云玩家,2154,6.3,3.34,5.891,1
砸瓦鲁多,2678,10.7,4.991,4.695,1
咋瓦鲁多,330,7.7,3.717,4.498,1
再来一遍,14681,6.7,5.154,6.11,0
再来亿边,275,6.7,3.237,2.936,0
再来亿遍,20761,6.7,5.446,5.252,0
再来亿次,924,6.8,2.984,4.69,0
在此,7545,5.3,5.129,5.963,0
在现场,14931,9.1,6.018,4.506,1
暂停成功,9690,16,5.834,6.712,1
早期作品,3288,9.5,2.119,5.062,1
枣子哥,1079,11.4,5.471,4.716,1
扎克王,412,9.1,3.543,3.397,1
渣男,2742,6.4,4.512,5.448,1
渣渣辉,979,6,2.366,4.138,1
宅男,683,7.1,3.562,3.433,1
战斗民族,267,8.9,2.884,3.643,1
战歌起,2277,8.9,4.506,4.182,1
战术后仰,1216,10.3,3.479,5.444,1
战术换气,1208,10.3,4.25,4.785,1
战术踉跄,385,9.2,2.275,2.645,1
战术甩头,341,9.1,2.697,3.114,1
战术摇头,455,9.3,3.346,2.675,1
张大仙,1795,5.5,4.652,4.515,1
张三,663,5.5,3.802,3.561,1
章口就莱,772,10.3,4.504,4.686,1
章鱼哥,1973,10.9,4.076,2.727,1
爪巴,412,9.5,4.153,3.802,1
这部番,1468,5.3,5.063,4.573,0
这次一定,12827,6.3,5.316,6.45,0
针不戳,1617,9.7,3.975,5.208,1
帧数,698,8.9,4.091,4.524,1
真不戳,501,5.4,4.268,4.904,1
真男人,3782,5,4.156,6.277,1
真尼玛,722,7.1,4.087,5.172,1
真漂亮,444,7,3.357,4.002,1
镇魂街,711,8.6,3.899,4.883,1
镇站之宝,6206,7.9,5.302,5.521,1
镇站之宝,2367,9.6,2.811,4.563,1
拯救世界,969,16.5,4.303,4.232,1
正道的光,4799,8.5,4.733,5.186,1
正片结束,419,7,4.603,5.264,0
正片开始,8144,10,5.942,6.615,0
正义必胜,1362,9.6,5.32,5.609,0
正义执行,3552,10.6,4.889,5.218,0
执行正义,2829,13.1,2.75,3.096,0
直呼内行,3023,10.9,5.316,6.163,1
直接开花,921,9.1,3.938,4.798,1
直男,1139,7.4,3.873,4.754,1
职业选手,3105,18.1,5.168,5.174,1
纸片人,681,10.8,2.948,4.452,1
制作人,372,11.3,2.01,3.472,1
治愈番,439,12.8,4.022,4.822,1
致命空枪,259,9.7,3.892,4.519,1
中二,1759,5,4.235,3.104,1
中国boy,1282,6.9,4.657,4.54,1
中国红,2789,7.7,2.129,2.84,1
中国人,2821,7.7,3.568,4.892,1
中国速度,724,6.4,3.629,3.85,1
种花家,445,6.7,3.487,3.153,1
众神归位,1916,9.6,4.157,4.966,1
重庆人,262,10.8,3.847,4.504,1
重做,330,5.6,4.464,3.179,1
朱一旦,269,6,3.619,3.791,1
诸葛琴魔,1347,8.9,3.332,3.804,1
猪皮恶霸,331,6.5,4.002,4.532,1
主角光环,383,7.5,3.891,4.679,1
注入灵魂,18899,13,5.733,6.648,1
注意前方,341,12.1,2.268,2.797,1
专业团队,1249,15.3,4.501,5.204,1
装什么,257,9.4,3.063,3.966,0
籽岷,3159,9.9,3.338,3.241,1
紫色激情,415,8.4,3.417,4.094,1
自闭了,1459,11.5,4.738,5.919,1
自动变色,3569,9.3,5.19,5.862,1
自己人,1945,9.7,5.146,3.496,1
自瞄,1163,8.8,4.528,5.021,1
字幕君,3506,11.2,4.518,4.68,1
走起,1281,5,3.375,4.813,1
祖传开头,7411,12.2,4.802,5.579,1
嘴遁,382,8.2,3.979,5.015,1
最后一遍,3128,5.7,4.377,4.61,0
最后亿遍,7123,6.5,5.095,6.011,0
最相思,3307,9,4.368,2.773,0
罪不至此,1918,9.9,2.889,3.468,1
罪恶王冠,1645,11.2,4.269,5.119,1
做个人吧,1506,5.7,3.243,5.813,0
做自己,6260,7.6,3.902,2.656,0
02的,1227,6.3,4.855,4.481,0
02老婆,345,5,3.435,3.384,0
02天下第一,981,6.1,3.522,4.217,0
02我老婆,734,16.1,3.373,3.75,0
05倍,3962,8.3,5.525,5.038,0
05倍速,1761,7.5,5.074,5.123,0
05倍新世界,665,16,4.207,4.586,0
05的,683,6.5,4.64,3.515,0
05新世界,561,6.3,4.04,4.769,0
075倍,668,6.8,3.925,4.717,0
075倍速,301,6,3.617,4.017,0
075新世界,407,6.3,3.176,3.755,0
1000万,835,5.6,4.836,2.282,0
100个,878,5.7,3.022,4.508,0
10分,531,5.2,3.366,3.531,0
10分钟,702,5.4,4.663,4.991,0
10个,1089,5.9,4.286,5.333,0
10秒,602,5.3,3.887,3.319,0
10年,751,5.5,4.442,3.532,0
10万,455,5,4.778,2.205,0
125倍,2486,5.2,5.01,5.367,0
125倍新世界,280,13.3,2.497,3.055,0
15倍,5162,6.8,5.356,5.562,0
15倍速,1276,5.4,4.78,5.072,0
18年,782,5.3,4.637,4.122,0
19年,705,5.5,4.733,4.192,0
1v1男人大战,265,13.2,2.344,2.737,0
2000万,724,5.8,3.543,2.481,0
200期,534,5.5,4.467,2.851,0
200期合影,377,13.9,3.952,4.719,0
200万,683,5.7,4.008,2.213,0
2020高考,713,5.7,3.795,2.23,0
2020高考加油,478,14.1,3.341,3.143,0
2020加油,791,5.8,3.58,4.331,0
2020考古,623,5.6,3.73,4.705,0
2020前来,791,5.8,3.923,2.406,0
2020前来考古,697,14.5,3.69,4.728,0
2020中考,1205,6.3,3.61,2.458,0
2020中考加油,965,14.8,3.398,3.861,0
2021年,343,5,4.019,3.255,0
2021中考加油,256,13.5,2.701,2.84,0
20分钟,719,5.8,5.233,4.939,0
20年,638,5.6,4.395,4.165,0
233333哈哈哈哈哈哈,261,13.5,3.427,3.363,0
23333哈哈哈哈哈哈,309,13.7,3.725,2.755,0
2333哈哈哈哈哈哈,270,13.6,2.966,3.324,0
233哈哈哈哈哈哈,278,13.6,3.358,2.932,0
29杀,505,5.5,4.632,3.673,0
2倍速新世界,475,6.9,3.088,3.835,0
2倍新世界,1051,6.7,3.461,4.376,0
2技能,492,8.8,5.595,6.016,0
2小时前,497,5.2,4.372,4.335,0
30分钟,461,5.7,4.836,4.386,0
30秒,395,5.5,4.16,4.181,0
30万,285,5.2,4.662,2.748,0
3分钟,678,5.6,2.659,4.363,0
3小时前,408,5.4,3.642,4.06,0
40分钟,257,5.5,4.497,3.875,0
4分钟,535,5.7,2.17,4.189,0
4级,349,5.3,5.114,5.182,0
4月,657,5.1,3.965,4.236,0
500年,538,6.3,3.631,2.178,0
500万,877,6.8,5.059,3.461,0
55开,803,6,5.514,4.2,0
5分钟,549,5.8,4.366,4.522,0
5级,350,5.4,4.927,4.814,0
666666哈哈哈哈哈哈,309,13.8,3.294,3.37,0
66666哈哈哈哈哈哈,291,13.8,3.384,3.261,0
66666火钳刘明,278,13.7,2.758,3.6,0
6666哈哈哈哈哈哈,318,13.9,3.17,2.394,0
6666火钳刘明,293,13.8,3.296,2.645,0
666哈哈哈,1290,5.1,4.571,4.44,0
666哈哈哈哈,1333,5.1,4.947,2.286,0
666哈哈哈哈哈哈,664,14.6,3.983,4.017,0
666哈哈哈哈哈哈哈,570,14.4,3.982,3.526,0
666火钳刘明,665,14.6,3.227,4.221,0
666牛逼,260,5.9,3.158,2.798,0
666我,1740,5.4,4.992,4.354,0
666下次一定,410,14.1,3.842,4.573,0
6分钟,584,5.2,4.501,4.141,0
6级,723,5.4,5.408,4.8,0
7分钟,333,5.6,4.179,4.22,0
7酱,366,6.3,3.519,4.702,0
7月,660,5.5,2.994,4.217,0
8分钟,330,5.7,4.534,4.038,0
8月,606,5.5,2.494,3.801,0
9月,311,5.2,2.811,3.719,0
adc的,282,5.2,4.898,4.481,0
ad的,494,5.8,4.871,5.56,0
awsl哈哈哈,489,5,3.745,2.809,0
awsl哈哈哈哈哈哈,272,13.7,2.514,2.278,0
awsl你,849,5.6,2.731,2.561,0
awsl我,1584,6.2,4.888,4.61,0
bgm啊,553,5.8,2.045,4.848,0
bgm不是,289,5.1,3.203,4.403,0
bgm的,916,6.3,3.854,4.5,0
bgm都,299,5.2,3.537,4.432,0
bgm犯规,402,5.5,3.896,2.133,0
bgm哈哈哈,708,6,2.49,4.467,0
bgm哈哈哈哈哈哈,364,13.4,2.075,3.436,0
bgm哈哈哈哈哈哈哈,295,13.2,2.019,3.237,0
bgm好,555,5.8,3.544,4.624,0
bgm好评,4032,7.8,5.558,6.589,0
bgm就,430,5.5,2.364,4.481,0
bgm泪目,447,5.6,3.113,4.248,0
bgm你,482,5.7,2.945,4.758,0
bgm什么,332,5.3,3.968,3.487,0
bgm是,8657,8.5,5.256,2.362,0
bgm是啥,1854,6,4.345,4.806,0
bgm是什么,3260,15.6,4.679,5.176,0
bgm我,1874,7,3.273,5.038,0
bgm这,306,5.2,2.452,3.06,0
bgm真的,285,5.1,3.255,4.053,0
bug了,388,5.6,3.378,4.942,0
cd的,293,5.9,3.821,5.12,0
cl一生推,2364,8.9,2.174,2.687,0
dio的,324,6.4,3.843,4.621,0
doge我,283,6.8,3.641,4.234,0
edg的,281,5.4,4.496,4.974,0
ez的,313,6.6,5.281,3.88,0
e技能,353,8.8,4.746,4.927,0
faker的,314,5.8,5.194,4.831,0
fff团,400,8.2,4.209,3.173,0
fpx的,433,6.9,4.726,4.511,0
fpx牛逼,744,6.1,3.852,4.984,0
giao我,345,7,2.92,4.478,0
hhhhhhhhh哈哈哈,258,6.8,2.633,2.236,0
hhhhhhhh哈哈哈,295,6.9,3.586,2.322,0
hhhhhhh哈哈哈,381,7.2,3.144,3.006,0
hhhhhh哈哈哈,481,7.4,3.483,3.078,0
