Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Bvid,Tname,View,Like,Danmaku,Reply,Coin,Share,Favorite,Length,Mark
有被冒犯到,5,28,5.8,3.682,3.423,1,0.286,BV1vE41147bi,人力VOCALOID,2050540,218129,37575,9352,86092,9363,45110,98,-1
朋友,2,21,8.1,3.178,4.202,1,0.024,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
期期都看,4,17,6.4,3.102,2.931,1,0.03,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
木吉,2,33,9.2,3.832,3.42,5,0.183,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
本山,2,16,5.7,2.217,3.024,1,0.024,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,-1
本色出演,4,26,5.4,2.794,3.917,1,0.04,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
本草纲目,4,27,7.4,3.704,4.403,1,0.231,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,-1
朱元璋,3,72,6.2,5.404,5.211,1,0.273,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,1
朱棣,2,46,6.1,5.072,4.594,3,0.163,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,1
朱重八,3,21,5.9,2.102,2.843,1,0.08,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
朵拉,2,533,5.1,2.267,2.235,6,0.924,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
机智,2,15,6.8,3.374,3.006,2,0.015,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
杀手,2,49,6.4,5.051,2.926,1,0.086,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
杀手47,4,18,6.5,3.725,3.614,1,0.032,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
杀气,2,26,7.3,2.607,2.929,1,0.193,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
杈惧皵鏂,3,74,6.3,5.069,4.311,2,0.153,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,0
李云龙,3,130,6.3,5.088,4.634,2,0.198,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
李云龙,3,42,7.4,4.443,4.898,1,0.074,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,1
李总,2,76,6.2,4.335,3.96,1,0.117,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,-1
李白,2,206,5.1,3.488,2.878,1,2.424,BV1Dx41197qc,鬼畜调教,1551867,56373,3275,1761,9184,11737,22094,85,0
李铁梅,3,98,6.9,5.383,5.218,2,0.11,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
李隆基,3,27,6.1,2.636,3.496,1,0.102,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
村里鳌拜,4,17,6.5,3.405,3.617,2,0.075,BV1e741157jr,人力VOCALOID,1684376,143509,6931,2766,107251,7457,34771,214,-1
村长,2,39,5.6,4.356,4.631,1,0.402,BV1M7411r7vb,鬼畜调教,3008999,145901,6581,2695,73206,45632,48418,97,0
杞扮偢鏈,3,34,5.2,4.113,4.157,1,0.071,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,-1
杞杞,2,45,8,2.034,5.058,2,0.386,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
来还愿,3,337,5.4,2.013,4.927,2,2.359,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
杨坚,2,84,6.6,4.302,5.426,2,0.303,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,1
杨广,2,26,6.6,3.994,4.21,2,0.095,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
杨永信,3,16,6.7,3.125,3.25,1,0.126,BV1R4411c7zr,鬼畜剧场,1401039,45846,4503,420,6436,4690,18364,127,1
杨永信,3,88,5.2,5.147,4.964,1,0.907,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,1
杨超越,3,53,5.9,2.834,3.002,7,0.205,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,1
杩囧,2,18,5.7,3.948,2.141,1,0.113,BV1Yb411q7xA,楝肩暅璋冩暀,1227514,110537,2848,2346,109694,7062,56240,159,-1
杩囨皵,2,110,5.4,2.958,4.385,2,1.121,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,-1
杩欎笉鏄婕斾範,5,32,5.3,2.045,3.448,2,0.061,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,-1
杩欎釜,2,22,5.4,3.482,3.163,2,0.323,BV1Wx41127uw,楝肩暅璋冩暀,2317673,63684,7502,3312,52781,25876,62774,65,0
杩欎釜,2,74,5.9,5.323,5.378,1,0.521,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,0
杩欓噷,2,29,5.1,2.607,4.087,1,0.056,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,0
杩涘叆鐩存挱闂,5,16,8.1,3.375,3.75,1,0.14,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
杩涘叆鐩存挱闂,5,23,6.7,3.171,4.089,1,0.105,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,1
杩涘叆鐩存挱闂,5,34,5.6,4.197,3.874,1,0,BV1gD4y1X7Xa,楝肩暅璋冩暀,3028207,154818,3668,2409,46095,47585,55092,90,1
杩涘叆,2,16,5.9,3.149,2.906,1,0.033,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,0
杩涘害鏉,3,27,6.1,3.884,4.31,1,0.105,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
杰伦,2,24,7.1,2.299,3.97,1,0.043,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
杰伦,2,71,7,3.247,4.045,1,0.724,BV1vE41147bi,人力VOCALOID,2050540,218129,37575,9352,86092,9363,45110,98,1
松鼠,2,67,6.3,4.843,4.948,1,0.307,BV1KJ411w7dT,鬼畜调教,1358196,94423,23267,4401,63517,11021,37413,218,0
极限,2,70,5.8,2.154,3.681,2,0.234,BV1Ua4y1v7up,人力VOCALOID,3008250,164276,9709,6745,38989,32884,28114,184,0
林佳奇,3,47,6.1,2.458,2.924,1,0.154,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,-1
林佳琪,3,28,6,2.328,2.183,11,0.059,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,-1
林俊杰,3,22,5.3,3.914,3.17,1,0.176,BV1i7411L7PM,鬼畜调教,2978398,189485,22193,4504,125312,40615,81495,125,1
林北,2,66,6,3.861,4.501,2,0.677,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,-1
林有有,3,21,5.7,2.748,3.559,1,0.164,BV1mv411v7D3,搞笑,1610244,99031,5628,1176,23913,25260,25095,128,-1
某幻君,3,16,7.1,2.522,3.703,1,0.028,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,1
某幻君,3,32,5.5,4.351,4.414,1,0.036,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
某幻,2,340,5.7,6.431,5.96,2,0.383,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
某幻,2,51,7.2,4.52,4.261,1,0.09,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,1
标准开头,4,32,6,4.051,4,1,0.274,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,1
标准开头,4,37,7.8,3.747,3.607,1,0.261,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,1
标准开头,4,96,5,5.093,5.892,1,0.4,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
标准结局,4,56,6.1,4.916,5.374,1,0.577,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,1
标题,2,23,7.2,3.382,3.375,1,0.192,BV1FW411R7cH,人力VOCALOID,1822255,35136,5801,1130,16862,14170,23685,120,0
校服,2,44,6.4,4.01,3.823,2,0.119,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,-1
样片,2,22,7.1,4.187,4.152,1,0.163,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
核爆神曲,4,22,5.1,3.754,4.061,1,0.046,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,-1
核爆,2,61,5.3,4.992,3.151,2,0.126,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
格伦,2,84,5.6,5.418,4.861,2,0.126,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,-1
桌子,2,292,5.7,5.242,4.605,2,3.524,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,0
桌子hp1,5,45,5.2,4.338,2.791,2,0.537,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,-1
桥本环奈,4,50,6.5,2.565,4.494,1,0.617,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,-1
梅西,2,89,8,4.655,4.091,1,0.627,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,1
梦中,2,32,5.1,3.454,2.726,1,0.225,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,0
梦幻联动,4,16,7,2.5,3.5,1,0.167,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,1
梦幻联动,4,18,8.1,3.414,3.15,1,0.028,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
梦幻联动,4,19,7.3,3.387,3.532,1,0.138,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,1
梦里的男人,5,20,5.2,2.441,3.446,1,0.141,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
棣欒晧鍚,3,20,7.9,3.484,3.384,1,0.039,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
棰勬劅,2,19,5.1,2.774,3.892,1,0.087,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
椋熻渹,2,27,6.1,4.533,2.033,1,0.056,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,-1
椹撮暱,2,28,6.4,3.306,3.138,3,0.219,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,-1
椹淇濆浗,3,17,5.4,3.97,3.617,1,0.179,BV19K4y177SG,鍗曟満娓告垙,7341687,303239,4716,2556,90217,55675,98315,95,1
椹淇濆浗,3,24,5.2,4.054,4.252,1,0,BV17a411w7Pq,浜哄姏VOCALOID,1805338,98640,3020,1010,25353,13884,25300,200,1
椹鑰佸笀,3,19,5.4,3.998,3.932,1,0,BV1gD4y1X7Xa,楝肩暅璋冩暀,3028207,154818,3668,2409,46095,47585,55092,90,1
椹鑰佸笀,3,30,5.3,4.123,4.348,2,0.305,BV19K4y177SG,鍗曟満娓告垙,7341687,303239,4716,2556,90217,55675,98315,95,1
楂樻疆,2,33,5.8,2.281,4.491,1,0.273,BV1Zt411v7Hu,楝肩暅璋冩暀,1403733,53664,3716,2707,44742,21459,31506,121,0
楂樼骇寮瑰箷,4,20,5.9,4.222,3.102,1,0.152,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,1
楂樼骇寮瑰箷,4,28,6.5,4.325,3.377,1,0.431,BV1Wx41127uw,楝肩暅璋冩暀,2317673,63684,7502,3312,52781,25876,62774,65,1
楂樼骇寮瑰箷,4,33,6,4.271,2.863,1,0.064,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
楚云飞,3,39,6.5,4.561,2.889,2,0.469,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
楝肩暅鍖,3,16,6.2,3.453,3.578,1,0.073,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,1
楝肩暅鑷宸,4,73,5.4,3.577,4.827,2,0.507,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,-1
楝肩暅,2,19,7.6,3.387,4.143,1,0.292,BV1Wx41127uw,楝肩暅璋冩暀,2317673,63684,7502,3312,52781,25876,62774,65,1
楝肩暅,2,29,5.9,4.09,4.858,1,0.319,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,1
楝肩暅,2,35,5.7,3.836,4.265,2,0.133,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
楝肩暅,2,35,5.8,3.851,3.079,1,0.265,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,1
楝肩暅,2,37,6.2,4.108,2.949,1,0.169,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,1
楝肩暅,2,37,7.3,4.239,3.458,1,0.407,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,1
楝肩暅,2,67,5.5,5.096,4.774,1,0.588,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
楝肩暅,2,813,5.4,2.815,3.338,2,5.69,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,1
楦′綘澶缇,4,34,6,3.046,3.627,8,0.105,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
楹荤儲,2,105,6.1,3.677,5.229,2,0.47,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
榄旀,2,39,5.5,4.458,4.313,1,0.342,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
榄旈,2,140,5.7,4.857,5.156,12,1.396,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,0
榄旈,2,15,5.8,2.226,2.84,1,0.099,BV1Ct411t7Ec,楝肩暅璋冩暀,2082100,99545,7376,2676,57331,16413,65890,151,0
榄旈,2,17,6.8,2.816,3.382,1,0.067,BV1i7411A7yk,MMD路3D,3579963,160744,33254,19310,51097,86031,51423,253,0
榄旈,2,18,6,3.392,3.419,1,0.082,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,0
榄旈,2,19,5.4,2.746,2.641,7,0.077,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,0
榄旈,2,26,6.7,3.008,3.95,1,0.239,BV1Bt411L7Vw,浜哄姏VOCALOID,1699712,84095,6238,1365,28079,12251,38190,109,0
榄旈,2,45,5.5,4.185,4.416,2,0.512,BV1u4411J7JW,楝肩暅璋冩暀,1950769,54671,3013,840,20285,20088,35947,86,0
榄旈,2,455,5.4,3.368,4.044,3,3.904,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,0
榄旈,2,53,5.2,4.354,4.392,1,0.438,BV1Zt411v7Hu,楝肩暅璋冩暀,1403733,53664,3716,2707,44742,21459,31506,121,0
榄旈,2,58,5.6,2.738,3.412,2,0.432,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,0
榛勫瓧,2,18,6.1,3.837,3.948,1,0.198,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,-1
榜一,2,21,6.3,2.547,3.654,2,0.088,BV1Jt411F7vW,搞笑,1447252,119401,10251,1634,83261,16011,44088,217,1
槌撻紲,2,16,5.1,3.125,3.75,1,0.176,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,-1
樱岛麻衣,4,76,5.9,3.162,3.849,2,0.926,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
樱花散,3,16,6.7,3.578,4,1,0.165,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,-1
欢迎回来,4,102,5.5,4.807,4.882,1,0.756,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
欢迎回来,4,18,5.5,3.906,3.795,1,0.222,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
欢迎回来,4,19,5.1,3.577,3.892,1,0.26,BV1Cs411j7Fs,鬼畜调教,1150250,22603,2061,1128,24931,13490,27396,73,1
欢迎回来,4,25,5.8,3.783,4.103,1,0.152,BV15W411i7dR,人力VOCALOID,2384323,33262,10365,4185,70770,21261,55689,164,1
欢迎回来,4,44,5.5,2.673,2.623,1,0.31,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,1
欢迎回来,4,47,5.6,4.204,4.448,1,0.573,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
欢迎回来,4,50,5.3,4.503,4.282,1,0.105,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
欢迎,2,24,7.5,3.418,3.157,1,0.037,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
欢迎,2,25,6.7,4.214,2.275,1,0.028,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
欧叔,2,38,7.3,4.577,4.014,2,0.065,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
欧耶,2,17,7.2,3.287,2.822,1,0.056,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,-1
歌词,2,23,6.5,4.143,3.882,1,0.096,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,0
正在吃,3,21,5.5,2.939,2.485,1,0.024,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
正片开始,4,17,8.5,3.287,2.89,1,0.126,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
正片开始,4,21,7.3,3.457,3.649,1,0.024,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
正片开始,4,27,7.6,3.528,3.629,1,0.041,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
正片开始,4,65,7.1,4.736,4.48,1,0.114,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,1
正片,2,21,7.9,3.518,2.249,1,0.256,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
正能量,3,17,6.7,3.735,3.69,1,0.109,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
正道的光,4,16,6.7,3.5,2.35,1,0.116,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,1
正道的光,4,42,6.8,3.874,3.902,1,0.269,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
此话当真,4,18,5.9,3.614,2.969,1,0.222,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,-1
死丢丢,3,61,6,2.088,2.903,11,0.167,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,-1
死侍,2,43,5.5,4.487,4.375,2,0.433,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,-1
毁童年,3,36,5.6,4.214,3.771,1,0.063,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,1
母语,2,25,6.4,4.084,2.162,1,0.137,BV14p411d7Zm,鬼畜调教,2790187,44381,9211,9825,78225,35915,42203,183,1
母语,2,38,5.3,4.965,3.963,1,0.068,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
每天一遍,4,20,6.1,3.722,3.404,1,0.148,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
每天一遍,4,20,7.5,3.641,3.484,1,0.031,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
每天一遍,4,22,5.6,4.096,3.823,1,0.091,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,1
每天一遍,4,23,5.3,4.263,4.317,1,0.126,BV14p411d7Zm,鬼畜调教,2790187,44381,9211,9825,78225,35915,42203,183,1
每天一遍,4,24,5.9,3.605,3.599,1,0.293,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
每天一遍,4,80,5.4,3.838,4.774,1,0.513,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
每天亿遍,4,19,6.6,3.221,3.176,1,0.141,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
每天亿遍,4,19,7.5,3.108,3.216,1,0.029,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
每天亿遍,4,23,5.3,2.539,3.762,1,0.147,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
每天亿遍,4,25,5.6,4.164,4.294,1,0.103,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,1
每天亿遍,4,34,6,4.124,4.197,1,0.415,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
每天,2,17,6.1,3.852,2.019,1,0.071,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,0
每天,2,28,6.1,3.748,2.161,1,0.197,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,0
每日一刷,4,22,5.7,4.459,3.971,1,0.12,BV14p411d7Zm,鬼畜调教,2790187,44381,9211,9825,78225,35915,42203,183,1
每日一刷,4,30,8.1,2.338,2.997,1,0.211,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,1
每日一刷,4,40,7.1,4.412,4.284,1,0.296,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
每日一遍,4,16,5.8,3.5,3.453,1,0.195,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
毒药产品,4,52,7.3,3.477,3.36,1,0.385,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
比利,2,38,5.6,4.196,2.484,1,0.268,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,1
毛主席,3,23,7.9,4.263,2.138,1,0.087,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,0
毛豆枪,3,16,5.1,3.875,3.75,1,0.028,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
毫无违和感,5,16,6.6,3.453,3.75,1,0.137,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,1
毫无违和感,5,18,6.7,3.795,3.503,1,0.114,BV1Ay4y187tP,鬼畜剧场,7885083,325854,4774,3305,99422,97101,109070,158,1
毫无违和感,5,20,6.5,3.622,4.122,1,0.036,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
毫无违和感,5,23,5.7,3.903,4.35,1,0.035,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,1
毫无违和感,5,42,6.5,2.677,3.328,1,0.328,BV1mv411v7D3,搞笑,1610244,99031,5628,1176,23913,25260,25095,128,1
毫无违和感,5,44,6.2,3.061,2.949,1,0.518,BV1Dx41197qc,鬼畜调教,1551867,56373,3275,1761,9184,11737,22094,85,1
毫无违和感,5,50,7.5,4.196,4.726,1,0.077,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
毫无,2,28,7.5,4.45,2.473,1,0.207,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,0
氪氪氪,3,23,6.7,2.138,3.675,1,0.087,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
水母,2,45,7.1,3.774,4.692,2,0.179,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
水滴,2,68,7.1,4.127,4.608,3,0.091,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
永久反弹,4,128,6.3,4.753,4.933,1,0.948,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
永久反弹,4,73,5.3,3.761,4.295,1,0.76,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,1
永远滴神,4,67,5.8,3.458,3.373,1,0.103,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
永远的神,4,38,5.6,3.91,3.281,1,0.058,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
永远,2,39,7.9,3.666,3.432,3,0.17,BV1KJ411w7dT,鬼畜调教,1358196,94423,23267,4401,63517,11021,37413,218,0
求生之路,4,19,6.8,3.892,3.998,1,0.029,BV1yK4y1h7XH,鬼畜剧场,2151863,128525,5956,1224,66209,14695,40946,659,-1
求bgm,4,16,5.6,3.625,3.625,1,0.033,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
求bgm,4,28,5.1,4.253,4.321,1,0.032,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
求bgm,4,46,5,4.138,4.33,1,0.341,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
汝甚骚,3,48,5.2,4.197,4.433,1,0.169,BV1bb411v7b2,影视杂谈,1423913,109531,6542,1780,80273,9488,27404,284,1
江东,2,18,6.2,3.572,3.614,1,0.068,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
江亚菲,3,120,6.7,4.864,4.586,1,1.463,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,-1
