Word,Num,Frequence,Mut,Freedom_L,Freedom_R,TF,IDF,TF-IDF,Mark,Rep,Den
小学生,3,289,5.6,5.812,6.247,0.003854567,4.211419154,0.016233196,0,0.0,0.0
小伙伴,3,623,6.7,2.218,3.38,0.008309326,3.878632562,0.032228821,0,0.04,0.006531591575579845
想不到,3,195,5.1,3.023,2.894,0.002600832,4.38156108,0.011395705,0,0.04,0.00033324446814182886
无所谓,3,125,5.9,4.658,3.707,0.0016672,4.573446607,0.007624851,0,0.0,0.0
为什么,3,5741,5.4,6.573,5.982,0.076571169,2.914753964,0.22318612,0,0.08,0.019928019194881366
停下来,3,366,5.2,2.257,3.386,0.004881562,4.109151087,0.020059076,0,0.04,0.00026659557451346307
唐太宗,3,128,9.2,3.73,2.986,0.001707213,4.563227441,0.007790401,0,0.0,0.0
孙中山,3,111,7.8,4.278,3.959,0.001480474,4.624599129,0.006846598,0,0.0,0.0
孙悟空,3,658,8.2,5.117,5.488,0.008776142,3.854931737,0.033831427,0,0.04,6.664889362836577e-05
斯大林,3,671,8.0,3.57,3.335,0.008949531,3.846447879,0.034423903,0,0.0,0.0
手榴弹,3,128,6.1,4.169,4.881,0.001707213,4.563227441,0.007790401,0,0.0,0.0
石家庄,3,204,8.6,5.017,4.709,0.002720871,4.362063291,0.01186861,0,0.04,6.664889362836577e-05
忍不住,3,899,8.3,5.343,4.501,0.011990504,3.719574642,0.044599573,0,0.08,0.000599840042655292
染色体,3,135,7.0,3.687,5.221,0.001800576,4.540278243,0.008175117,0,0.0,0.0
请注意,3,138,5.7,3.932,4.663,0.001840589,4.530802351,0.008339345,0,0.04,6.664889362836577e-05
秦始皇,3,743,7.9,4.218,4.094,0.009909838,3.802244216,0.037679624,0,0.04,0.0006664889362836577
普通话,3,160,7.2,5.519,5.871,0.002134016,4.466991276,0.009532632,0,0.0,0.0
内蒙古,3,183,7.2,4.191,2.219,0.002440781,4.408999329,0.010761402,0,0.0,0.0
拿破仑,3,147,8.3,2.573,2.09,0.001960627,4.503555436,0.008829794,0,0.04,0.00026659557451346307
陌生人,3,200,5.3,2.327,3.284,0.00266752,4.370621094,0.01165872,0,0.0,0.0
没想到,3,484,5.6,5.126,5.094,0.006455399,3.988075413,0.025744618,0,0.04,0.0015329245534524126
没办法,3,137,5.3,4.886,4.953,0.001827251,4.533938065,0.008284645,0,0.04,0.0003998933617701946
马克思,3,117,7.2,3.78,3.129,0.001560499,4.601935144,0.007181317,0,0.0,0.0
氯化钠,3,560,10.4,2.777,4.3,0.007469057,3.92485429,0.029314959,0,0.0,0.0
祝我考,3,199,5.6,5.402,2.234,0.002654183,4.372787156,0.011606176,0,0.04,0.000599840042655292
州收到,3,136,6.3,4.294,5.378,0.001813914,4.537096585,0.008229902,0,0.0,0.0
种花家,3,99,6.7,3.585,4.266,0.001320423,4.673817152,0.006171413,0,0.0,0.0
只能说,3,125,5.5,4.005,5.193,0.0016672,4.573446607,0.007624851,0,0.04,0.0001999466808850973
正在看,3,307,5.0,2.821,5.176,0.004094644,4.185266435,0.017137175,0,0.04,6.664889362836577e-05
找不着,3,88,6.7,2.967,2.873,0.001173709,4.724427145,0.005545102,0,0.04,6.664889362836577e-05
找不到,3,102,5.6,4.902,5.276,0.001360435,4.660979927,0.006340962,0,0.04,0.00033324446814182886
在现场,3,1466,5.9,6.175,5.764,0.019552924,3.507387038,0.068579671,0,0.04,0.00033324446814182886
在外面,3,131,5.6,4.256,3.808,0.001747226,4.55324322,0.007955544,0,0.0,0.0
在哪里,3,406,5.3,6.611,4.835,0.005415066,4.064222742,0.022008035,0,0.04,0.0006664889362836577
在床上,3,103,5.8,4.349,5.159,0.001373773,4.656783812,0.006397364,0,0.04,0.0001999466808850973
在颤抖,3,103,5.2,3.369,5.044,0.001373773,4.656783812,0.006397364,0,0.0,0.0
在厕所,3,252,5.5,2.32,6.095,0.003361076,4.270696631,0.014354134,0,0.04,0.00013329778725673153
再走吧,3,101,5.1,2.136,4.88,0.001347098,4.66521698,0.006284503,0,0.0,0.0
咋回事,3,89,7.7,4.477,4.566,0.001187047,4.719574642,0.005602355,0,0.04,0.0005331911490269261
越听越,3,126,8.2,5.594,3.784,0.001680538,4.570013431,0.00768008,0,0.0,0.0
越看越,3,153,8.1,5.23,4.572,0.002040653,4.486296431,0.009154974,0,0.04,0.004465475873100507
语翻译,3,181,5.4,2.498,5.724,0.002414106,4.413745764,0.010655249,0,0.0,0.0
有个叫,3,488,5.4,3.867,4.521,0.006508749,3.984508293,0.025934166,0,0.04,6.664889362836577e-05
有点像,3,460,5.5,6.444,7.378,0.006135297,4.010116226,0.024603253,0,0.04,0.010730471874166888
有点帅,3,263,5.3,5.981,5.451,0.003507789,4.252213225,0.014915867,0,0.04,0.0018661690215942416
有本事,3,88,5.4,4.252,4.223,0.001173709,4.724427145,0.005545102,0,0.08,0.00013329778725673153
影流之,3,857,6.2,6.572,2.159,0.011430324,3.740329864,0.042753184,0,0.08,0.01446280991735537
已经赢,3,89,5.2,2.525,2.075,0.001187047,4.719574642,0.005602355,0,0.0,0.0
一切都,3,284,5.2,4.044,3.158,0.003787879,4.218972292,0.015980956,0,0.04,0.00013329778725673153
一目连,3,160,5.1,3.181,3.481,0.002134016,4.466991276,0.009532632,0,0.0,0.0
一袋米,3,221,5.2,5.007,3.128,0.00294761,4.327464177,0.012755676,0,0.16,0.0006664889362836577
一次性,3,164,5.2,5.752,3.388,0.002187367,4.456333207,0.009747635,0,0.04,0.00013329778725673153
爷关更,3,225,7.3,5.727,6.104,0.00300096,4.319708713,0.012963274,0,0.0,0.0
要坚强,3,189,5.1,3.691,4.016,0.002520807,4.395063551,0.011079105,0,0.0,0.0
秀秀秀,3,1061,7.1,2.849,3.017,0.014151195,3.647692635,0.05161921,0,0.12,0.00033324446814182886
兄弟萌,3,523,6.3,4.813,3.211,0.006975566,3.954485865,0.027584775,0,0.04,0.001999466808850973
兄弟们,3,13184,6.3,2.056,2.444,0.175842936,2.553737018,0.449056616,0,0.12,0.023993601706211676
行行行,3,285,6.9,3.32,3.146,0.003801216,4.217451119,0.016031444,0,0.04,0.00013329778725673153
小时前,3,1442,5.7,4.143,6.704,0.019232821,3.514550821,0.067594727,0,0.0,0.0
老百姓,3,278,6.2,5.168,4.398,0.003707853,4.228212948,0.015677593,0,0.0,0.0
吓一跳,3,92,5.6,5.089,5.027,0.001227059,4.705334203,0.005773724,0,0.0,0.0
西游记,3,329,7.9,5.16,5.921,0.004388071,4.155303212,0.018233765,0,0.0,0.0
忘了原,3,306,5.9,4.605,2.478,0.004081306,4.186678776,0.017087117,0,0.0,0.0
忘记原,3,1355,6.7,5.435,2.217,0.01807245,3.541557462,0.06400462,0,0.04,0.0005331911490269261
玩意儿,3,258,6.3,2.959,4.652,0.003441101,4.260517388,0.014660871,0,0.04,0.0006664889362836577
玩亚索,3,91,5.1,3.277,4.384,0.001213722,4.710029324,0.005716665,0,0.04,6.664889362836577e-05
玩玩玩,3,2450,6.9,2.489,2.617,0.032677123,3.28447384,0.107327157,0,0.0,0.0
哇哇哇,3,1165,8.0,2.232,2.327,0.015538306,3.607118601,0.056048511,0,0.12,0.0006664889362836577
停停停,3,284,7.9,2.263,2.286,0.003787879,4.218972292,0.015980956,0,0.0,0.0
听不懂,3,396,5.1,4.962,5.444,0.00528169,4.075026645,0.021523028,0,0.0,0.0
太太太,3,331,5.1,2.173,2.344,0.004414746,4.152679068,0.018333024,0,0.04,6.664889362836577e-05
说实话,3,444,6.8,6.164,3.889,0.005921895,4.025457141,0.023838335,0,0.04,0.0032657957877899224
说的话,3,144,5.5,2.847,3.319,0.001920615,4.512449149,0.008666676,0,0.0,0.0
说得对,3,105,6.0,5.163,4.961,0.001400448,4.648511286,0.006509999,0,0.0,0.0
睡不着,3,127,7.6,5.039,3.391,0.001693875,4.566607182,0.007735263,0,0.04,0.000599840042655292
属实带,3,88,5.4,5.094,2.412,0.001173709,4.724427145,0.005545102,0,0.0,0.0
科学家,3,567,6.3,3.456,5.822,0.00756242,3.919468816,0.029640669,0,0.0,0.0
上电视,3,2608,5.8,4.065,4.082,0.034784464,3.257343073,0.113304934,0,0.0,0.0
啥意思,3,156,5.8,4.996,4.568,0.002080666,4.477917499,0.00931705,0,0.04,0.00013329778725673153
啥玩意,3,179,6.9,5.166,4.003,0.002387431,4.418544647,0.010548969,0,0.04,0.00033324446814182886
啥时候,3,158,5.4,5.672,5.506,0.002107341,4.472420027,0.009424914,0,0.04,0.0013329778725673154
开玩笑,3,773,5.8,3.354,5.766,0.010309966,3.785076191,0.039024006,0,0.04,0.00026659557451346307
女朋友,3,381,5.2,4.644,5.979,0.005081626,4.091753789,0.020792763,0,0.04,0.0001999466808850973
牛牛牛,3,1690,6.0,2.47,2.494,0.022540546,3.445673544,0.077667364,0,0.12,0.0012663289789389496
美美美,3,269,5.7,2.339,2.414,0.003587815,4.242453388,0.015221137,0,0.0,0.0
每次都,3,88,5.5,4.734,5.076,0.001173709,4.724427145,0.005545102,0,0.04,0.0005331911490269261
没问题,3,340,5.0,5.738,5.862,0.004534784,4.141062773,0.018778827,0,0.04,0.00013329778725673153
没说过,3,92,5.2,2.24,3.655,0.001227059,4.705334203,0.005773724,0,0.0,0.0
没忍住,3,104,5.6,4.737,4.337,0.001387111,4.652627853,0.006453709,0,0.04,0.00013329778725673153
没没没,3,146,5.9,2.477,2.404,0.00194729,4.506499817,0.008775461,0,0.0,0.0
没必要,3,91,5.6,3.997,5.503,0.001213722,4.710029324,0.005716665,0,0.04,6.664889362836577e-05
买小米,3,298,7.6,3.114,5.371,0.003974605,4.198145963,0.016685973,0,0.0,0.0
进行曲,3,92,6.7,3.433,4.862,0.001227059,4.705334203,0.005773724,0,0.04,6.664889362836577e-05
另一个,3,175,5.4,4.069,4.243,0.00233408,4.428304484,0.010336018,0,0.04,0.00013329778725673153
老实人,3,149,5.0,4.785,4.795,0.001987303,4.497725893,0.008938342,0,0.04,0.00013329778725673153
老三样,3,100,6.4,4.738,5.255,0.00133376,4.669495778,0.006227987,0,0.0,0.0
看新闻,3,80,5.0,2.917,4.371,0.001067008,4.765332133,0.005084648,0,0.0,0.0
看了几,3,157,5.2,3.41,2.159,0.002094003,4.475160065,0.009371,0,0.04,0.001999466808850973
看简介,3,338,5.9,5.349,5.892,0.004508109,4.143617453,0.01867988,0,0.0,0.0
看不清,3,122,5.1,3.102,3.522,0.001627187,4.58391204,0.007458884,0,0.04,0.001199680085310584
看不懂,3,484,5.2,5.079,4.734,0.006455399,3.988075413,0.025744618,0,0.04,0.0005331911490269261
觉得很,3,414,5.0,5.784,3.71,0.005521767,4.055769055,0.022395012,0,0.04,0.00026659557451346307
经历过,3,87,5.4,2.88,3.334,0.001160371,4.72933448,0.005487784,0,0.0,0.0
接下来,3,139,5.2,5.18,4.65,0.001853927,4.527689116,0.008394003,0,0.04,0.001466275659824047
加拿大,3,585,5.5,6.138,3.383,0.007802497,3.905919536,0.030475925,0,0.0,0.0
回头吧,3,236,5.5,3.702,3.561,0.003147674,4.299068806,0.013532067,0,0.0,0.0
回来吧,3,2016,5.1,4.471,4.675,0.026888604,3.369111253,0.0905907,0,0.04,0.00013329778725673153
回家吧,3,253,5.1,4.136,4.03,0.003374413,4.268983435,0.014405314,0,0.04,0.00013329778725673153
计算机,3,92,7.3,5.326,5.066,0.001227059,4.705334203,0.005773724,0,0.04,0.00033324446814182886
华盛顿,3,1832,8.0,3.269,3.161,0.024434486,3.410654687,0.083337593,0,0.04,6.664889362836577e-05
黑龙江,3,304,7.8,4.024,2.143,0.004054631,4.189517312,0.016986946,0,0.0,0.0
河北省,3,171,8.6,3.115,2.662,0.00228073,4.438288705,0.010122537,0,0.0,0.0
高利贷,3,307,6.5,5.287,5.259,0.004094644,4.185266435,0.017137175,0,0.0,0.0
俄罗斯,3,299,8.0,5.588,5.682,0.003987943,4.196695897,0.016736183,0,0.04,0.0016662223407091445
对不起,3,2651,6.7,6.123,5.771,0.035357981,3.250243632,0.114922053,0,0.08,0.002399360170621168
电视剧,3,209,6.5,5.266,5.263,0.002787559,4.351597857,0.012130334,0,0.0,0.0
地中海,3,81,7.3,4.696,5.078,0.001080346,4.760003299,0.005142449,0,0.04,6.664889362836577e-05
但至少,3,101,6.0,5.138,2.038,0.001347098,4.66521698,0.006284503,0,0.0,0.0
带制作,3,2965,6.6,6.717,7.15,0.039545988,3.201646005,0.126612255,0,0.04,0.00013329778725673153
大拇指,3,84,5.2,2.966,5.011,0.001120359,4.744398226,0.005315427,0,0.0,0.0
打电话,3,349,6.5,3.853,5.563,0.004654823,4.129749107,0.019223251,0,0.04,6.664889362836577e-05
陈独秀,3,329,7.4,4.687,4.513,0.004388071,4.155303212,0.018233765,0,0.04,0.0011330311916822181
差不多,3,214,6.5,5.804,5.594,0.002854247,4.341378692,0.012391366,0,0.04,0.00033324446814182886
不至于,3,534,5.0,2.784,3.063,0.007122279,3.94546337,0.028100691,0,0.44,0.0004665422553985604
办公室,3,125,9.8,4.564,3.141,0.0016672,4.573446607,0.007624851,0,0.04,0.00026659557451346307
班主任,3,459,9.2,5.141,5.54,0.006121959,4.01105932,0.024555541,0,0.08,0.000866435617168755
作业,2,848,5.4,4.935,6.035,0.011310286,3.744909461,0.042355997,0,0.08,0.0021994134897360706
作品,2,832,6.2,3.663,7.014,0.011096884,3.75317215,0.041648517,0,0.28,0.2977206078379099
作案,2,871,7.1,2.069,6.026,0.011617051,3.733300667,0.043369943,0,0.0,0.0
左右,2,563,7.4,6.382,4.734,0.00750907,3.922538048,0.029454611,0,0.64,0.04418821647560651
左边,2,842,7.2,6.135,4.777,0.01123026,3.747989577,0.042090899,0,0.04,0.0007331378299120235
昨天,2,393,6.1,5.248,4.96,0.005241677,4.07832093,0.021377242,0,0.04,0.0013996267661956813
尊重,2,234,6.6,4.556,5.267,0.003120999,4.302749289,0.013428875,0,0.04,6.664889362836577e-05
尊敬,2,97,5.9,4.111,4.745,0.001293747,4.682591076,0.00605809,0,0.04,6.664889362836577e-05
最近,2,248,6.0,5.49,6.096,0.003307725,4.277617805,0.014149184,0,0.04,0.0003998933617701946
最佳,2,524,6.2,3.677,6.188,0.006988903,3.953657848,0.027631732,0,0.04,0.004598773660357238
最后,2,5538,6.1,7.0,3.239,0.073863636,2.930385787,0.21644895,0,0.12,0.09477472673953613
嘴角,2,86,5.1,4.682,4.529,0.001147034,4.734297899,0.005430399,0,0.04,0.00013329778725673153
嘴巴,2,223,5.4,5.143,4.694,0.002974285,4.323569133,0.012859527,0,0.04,0.0005331911490269261
祖宗,2,183,6.5,3.921,5.297,0.002440781,4.408999329,0.010761402,0,0.04,6.664889362836577e-05
组织,2,301,9.6,4.731,5.933,0.004014618,4.193810209,0.016836546,0,0.04,0.001466275659824047
组合,2,200,6.0,6.001,5.951,0.00266752,4.370621094,0.01165872,0,0.04,0.002532657957877899
组成,2,188,5.6,2.14,3.708,0.002507469,4.397355348,0.011026232,0,0.04,0.0013996267661956813
足球,2,132,6.1,3.405,5.481,0.001760563,4.549965511,0.008010503,0,0.04,6.664889362836577e-05
纵横,2,849,8.8,4.819,4.287,0.011323624,3.744398226,0.042400156,0,0.04,0.000866435617168755
总统,2,220,6.9,5.108,5.732,0.002934272,4.329424878,0.012703711,0,0.04,0.0003998933617701946
字母,2,177,5.0,3.551,6.125,0.002360755,4.423397149,0.010442559,0,0.04,0.00013329778725673153
自己,2,5700,5.0,6.465,7.339,0.076024328,2.917866111,0.22182881,0,0.08,0.023260463876299653
紫色,2,277,6.1,5.405,3.466,0.003694516,4.229772356,0.01562696,0,0.0,0.0
滋味,2,300,7.5,2.836,5.043,0.00400128,4.195250656,0.016786374,0,0.04,6.664889362836577e-05
资格,2,190,6.9,2.356,4.266,0.002534144,4.392783784,0.011131948,0,0.0,0.0
资本,2,260,5.2,4.324,3.347,0.003467776,4.257176644,0.014762937,0,0.08,6.664889362836577e-05
姿势,2,208,8.8,3.728,5.972,0.002774221,4.353670866,0.012078046,0,0.04,0.001466275659824047
桌子,2,786,6.0,5.791,4.193,0.010483355,3.777842419,0.039604462,0,0.04,0.00013329778725673153
准备,2,2550,7.9,5.693,4.94,0.034010883,3.267106693,0.111117185,0,0.08,0.01352972540655825
状元,2,137,7.0,2.434,5.596,0.001827251,4.533938065,0.008284645,0,0.0,0.0
状态,2,106,7.9,4.604,4.825,0.001413786,4.644433374,0.006566234,0,0.04,0.00033324446814182886
装备,2,239,6.2,5.356,5.491,0.003187687,4.29360591,0.013686671,0,0.04,6.664889362836577e-05
赚钱,2,198,6.8,4.673,3.712,0.002640845,4.374964075,0.011553602,0,0.0,0.0
专业,2,2860,7.9,4.143,4.125,0.03814554,3.217299294,0.122725619,0,0.92,0.010197280725139962
抓住,2,107,6.3,4.987,4.037,0.001427123,4.640393396,0.006622414,0,0.0,0.0
著名,2,108,6.2,4.675,4.605,0.001440461,4.636390654,0.00667854,0,0.04,0.0003998933617701946
祝福,2,152,6.2,4.798,4.608,0.002027315,4.489125721,0.009100874,0,0.04,0.00026659557451346307
注意,2,1872,6.3,6.219,6.077,0.02496799,3.401279374,0.084923109,0,0.12,0.007464676086376966
主题,2,620,5.3,3.702,5.123,0.008269313,3.880725552,0.032090934,0,0.04,6.664889362836577e-05
逐渐,2,1692,9.4,6.379,4.97,0.022567222,3.445160194,0.077747693,0,0.04,0.004265529192215409
诸侯,2,103,7.7,3.144,2.874,0.001373773,4.656783812,0.006397364,0,0.04,0.0010663822980538523
重庆,2,642,7.5,4.898,4.077,0.00856274,3.865606179,0.033100181,0,0.04,0.00013329778725673153
终于,2,3441,7.3,7.083,5.55,0.045894686,3.137006286,0.143971919,0,0.04,0.005065315915755798
终究,2,272,6.2,4.759,3.402,0.003627828,4.237654505,0.01537348,0,0.04,0.0004665422553985604
中央,2,83,5.0,4.647,5.241,0.001107021,4.749537866,0.005257838,0,0.0,0.0
中国,2,13748,5.4,4.347,3.434,0.183365344,2.53554604,0.464931271,0,0.04,0.00033324446814182886
智慧,2,170,9.2,5.28,4.822,0.002267392,4.440821041,0.010069083,0,0.04,0.014929352172753933
窒息,2,210,8.6,4.808,5.214,0.002800896,4.349534696,0.012182596,0,0.04,0.0006664889362836577
致命,2,802,6.4,5.403,4.122,0.010696756,3.769101606,0.040317161,0,0.48,0.0245267928552386
质量,2,215,5.1,5.206,5.259,0.002867584,4.339363401,0.01244349,0,0.04,0.0005331911490269261
制作,2,5612,7.2,2.032,7.222,0.074850619,2.924622109,0.218909775,0,0.04,0.0005331911490269261
制造,2,84,5.4,3.256,5.412,0.001120359,4.744398226,0.005315427,0,0.04,6.664889362836577e-05
至少,2,1258,6.5,2.805,3.256,0.016778703,3.573791422,0.059963583,0,0.04,0.0006664889362836577
指挥,2,175,7.6,4.879,2.286,0.00233408,4.428304484,0.010336018,0,0.04,0.001466275659824047
植物,2,513,8.1,3.378,2.981,0.00684219,3.962854033,0.027114598,0,0.04,0.00013329778725673153
职业,2,330,7.7,5.856,4.931,0.004401408,4.153989158,0.018283403,0,0.04,0.0015329245534524126
直接,2,2850,5.8,6.426,6.589,0.038012164,3.218819934,0.122354311,0,0.08,0.0038656358304452144
蜘蛛,2,194,11.4,4.978,4.505,0.002587495,4.38378254,0.011343014,0,0.0,0.0
知识,2,492,6.3,3.812,4.364,0.0065621,3.980970232,0.026123524,0,0.04,0.0005331911490269261
知道,2,6537,6.7,4.221,6.181,0.0871879,2.858372235,0.249215473,0,0.08,0.015329245534524128
支援,2,139,8.8,4.564,5.356,0.001853927,4.527689116,0.008394003,0,0.04,0.000866435617168755
支持,2,1038,8.5,6.086,6.101,0.01384443,3.657201604,0.050631872,0,0.04,0.000599840042655292
政治,2,296,7.1,6.219,4.173,0.00394793,4.201060702,0.016585494,0,0.04,6.664889362836577e-05
政委,2,204,7.7,4.88,5.052,0.002720871,4.362063291,0.01186861,0,0.04,0.00013329778725673153
郑州,2,554,8.5,4.916,5.031,0.007389031,3.929524169,0.029035377,0,0.0,0.0
证据,2,99,8.5,3.772,3.874,0.001320423,4.673817152,0.006171413,0,0.0,0.0
正义,2,1025,6.0,5.093,5.271,0.013671041,3.662669791,0.05007251,0,0.04,0.00013329778725673153
正常,2,530,5.3,5.162,5.237,0.007068929,3.948722631,0.027913239,0,0.04,0.0013996267661956813
拯救,2,228,9.0,6.073,4.517,0.003040973,4.313981669,0.013118702,0,0.04,0.0021327645961077045
征服,2,110,5.8,5.282,4.489,0.001467136,4.628494173,0.006790631,0,0.04,0.00026659557451346307
震惊,2,192,6.6,5.635,4.821,0.002560819,4.388259843,0.011237541,0,0.04,0.000866435617168755
震撼,2,179,9.2,5.345,5.221,0.002387431,4.418544647,0.010548969,0,0.04,0.0006664889362836577
震动,2,771,6.3,3.911,5.417,0.010283291,3.786199851,0.038934594,0,0.08,0.023926952812583308
珍惜,2,102,8.3,4.572,4.837,0.001360435,4.660979927,0.006340962,0,0.04,6.664889362836577e-05
浙江,2,896,8.7,4.75,3.356,0.011950491,3.721024709,0.044468072,0,0.04,0.0001999466808850973
哲学,2,3818,6.8,5.848,5.099,0.050922962,3.091867493,0.157447051,0,0.0,0.0
折磨,2,247,8.4,5.046,5.955,0.003294388,4.279365471,0.014097888,0,0.04,0.00026659557451346307
照片,2,108,5.7,4.521,4.385,0.001440461,4.636390654,0.00667854,0,0.04,0.0003998933617701946
照顾,2,84,7.5,4.897,3.734,0.001120359,4.744398226,0.005315427,0,0.0,0.0
召唤,2,293,10.9,4.845,6.037,0.003907917,4.205469821,0.016434628,0,0.04,0.003199146894161557
找到,2,1120,5.3,5.302,4.133,0.014938114,3.624211539,0.054138883,0,0.08,0.0022660623833644362
掌握,2,92,6.4,3.375,3.496,0.001227059,4.705334203,0.005773724,0,0.04,6.664889362836577e-05
掌声,2,197,5.4,3.127,5.091,0.002627507,4.377151961,0.011500999,0,0.04,0.00026659557451346307
涨价,2,97,9.7,4.435,2.147,0.001293747,4.682591076,0.00605809,0,0.04,6.664889362836577e-05
战争,2,368,5.7,6.357,6.159,0.004908237,4.106790786,0.020157104,0,0.04,0.002599306851506265
战术,2,3571,6.5,7.123,5.182,0.047628574,3.120905701,0.14864429,0,0.08,0.12776592908557718
战斗,2,1736,5.9,2.36,2.049,0.023154076,3.434017333,0.079511498,0,0.12,0.007131431618235136
占领,2,122,6.4,4.104,3.277,0.001627187,4.58391204,0.007458884,0,0.44,0.0006664889362836577
摘下,2,134,5.7,4.068,2.293,0.001787239,4.543483383,0.008120289,0,0.04,6.664889362836577e-05
赠送,2,141,8.4,3.41,3.811,0.001880602,4.521528807,0.008503195,0,0.0,0.0
怎么,2,9940,6.3,6.834,6.618,0.132575758,2.676387078,0.354824044,0,0.12,0.045321247667288726
早期,2,509,6.4,6.033,2.149,0.006788839,3.966246976,0.026926213,0,0.28,0.3203145827779259
咱们,2,156,5.5,4.772,5.065,0.002080666,4.477917499,0.00931705,0,0.04,0.0005331911490269261
仔细,2,164,8.0,5.873,2.436,0.002187367,4.456333207,0.009747635,0,0.04,0.0005331911490269261
运动,2,1100,6.5,3.141,5.149,0.014671362,3.632029833,0.053286823,0,0.08,0.05585177286057052
允许,2,89,5.6,3.172,4.339,0.001187047,4.719574642,0.005602355,0,0.04,0.00026659557451346307
云南,2,344,5.4,4.418,2.516,0.004588135,4.135998057,0.018976517,0,0.04,0.00013329778725673153
原谅,2,690,7.3,5.791,4.041,0.009202945,3.834339104,0.035287212,0,0.04,0.0004665422553985604
遇到,2,356,5.2,5.669,4.835,0.004748186,4.121148936,0.019567982,0,0.04,0.00026659557451346307
玉米,2,407,6.7,4.483,4.844,0.005428404,4.063156989,0.022056457,0,0.04,6.664889362836577e-05
语文,2,1749,5.3,5.968,3.268,0.023327465,3.430779103,0.080031379,0,0.04,0.00013329778725673153
宇宙,2,504,9.5,6.13,6.09,0.006722151,3.970525774,0.026690474,0,0.04,0.0006664889362836577
娱乐,2,162,7.4,4.893,3.813,0.002160691,4.461629547,0.009640205,0,0.04,6.664889362836577e-05
诱惑,2,101,10.4,3.245,5.485,0.001347098,4.66521698,0.006284503,0,0.04,0.0003998933617701946
右边,2,1308,7.5,5.658,3.734,0.017445583,3.556877505,0.0620518,0,0.08,0.007664622767262064
有趣,2,386,5.1,5.551,5.152,0.005148314,4.086106187,0.021036558,0,0.04,0.0017995201279658757
游泳,2,205,6.9,5.14,4.79,0.002734208,4.359949931,0.011921011,0,0.04,0.002066115702479339
游戏,2,2397,7.9,5.944,6.595,0.03197023,3.293967973,0.105308915,0,0.04,0.010997067448680353
犹豫,2,108,10.3,3.911,3.442,0.001440461,4.636390654,0.00667854,0,0.08,0.00013329778725673153
悠悠,2,300,8.9,4.491,2.535,0.00400128,4.195250656,0.016786374,0,0.04,0.0001999466808850973
优秀,2,3869,7.2,6.768,6.772,0.05160318,3.086106187,0.159252892,0,0.08,0.0036656891495601175
勇士,2,255,5.8,4.546,5.661,0.003401088,4.265577186,0.014507605,0,0.04,0.0010663822980538523
勇敢,2,139,5.6,4.461,3.382,0.001853927,4.527689116,0.008394003,0,0.04,0.00033324446814182886
永远,2,2898,6.9,6.066,4.559,0.038652369,3.211568936,0.124134747,0,0.28,0.01666222340709144
永恒,2,141,6.2,4.305,4.003,0.001880602,4.521528807,0.008503195,0,0.04,0.0001999466808850973
拥有,2,288,5.5,4.128,5.756,0.003841229,4.212919309,0.016182789,0,0.04,0.00026659557451346307
英语,2,2318,6.3,6.488,6.225,0.03091656,3.308516403,0.102287946,0,0.04,0.0005331911490269261
英雄,2,4084,7.5,5.956,5.704,0.054470764,3.062625091,0.166823528,0,0.28,0.13842975206611569
英文,2,1863,5.6,6.689,4.31,0.024847951,3.403371244,0.084566803,0,0.0,0.0
应该,2,2334,7.6,6.389,5.467,0.031129962,3.305530267,0.10290103,0,0.04,0.001999466808850973
印度,2,147,5.0,5.05,4.882,0.001960627,4.503555436,0.008829794,0,0.04,0.0009997334044254864
音乐,2,4555,5.7,6.479,4.335,0.060752774,3.015233436,0.183183796,0,0.08,0.0055318581711543595
阴影,2,394,6.2,3.049,5.978,0.005255015,4.077220056,0.021425852,0,0.0,0.0
阴阳,2,470,7.6,5.71,3.119,0.006268673,4.000796245,0.025079682,0,0.04,0.00033324446814182886
因为,2,2502,6.1,5.003,6.485,0.033370679,3.275356302,0.109300863,0,0.04,0.0016662223407091445
意思,2,2363,7.1,3.229,5.935,0.031516752,3.300169679,0.104010629,0,0.04,0.003332444681418289
意识,2,153,5.1,4.083,4.22,0.002040653,4.486296431,0.009154974,0,0.04,0.0001999466808850973
抑郁,2,1352,9.7,3.69,6.062,0.018032437,3.542519355,0.063880257,0,0.24,0.05705145294588109
异常,2,202,7.2,3.051,5.813,0.002694195,4.366321114,0.011763723,0,0.04,0.00033324446814182886
艺术,2,699,6.0,5.733,5.082,0.009322983,3.828719112,0.035695085,0,0.08,0.0027992535323913626
已经,2,7945,6.8,5.549,6.179,0.105967243,2.773668591,0.293918013,0,0.04,0.013729672087443348
遗憾,2,87,10.1,4.359,4.52,0.001160371,4.72933448,0.005487784,0,0.0,0.0
依然,2,207,5.0,5.545,5.089,0.002760883,4.355753817,0.012025729,0,0.04,0.00026659557451346307
依旧,2,174,7.5,5.406,4.978,0.002320743,4.430779103,0.010282698,0,0.04,0.000866435617168755
医院,2,153,7.9,4.625,5.572,0.002040653,4.486296431,0.009154974,0,0.04,0.00033324446814182886
衣服,2,1017,6.8,4.917,6.185,0.013564341,3.666069374,0.049727814,0,0.04,0.003332444681418289
爷爷,2,2814,5.5,5.415,2.369,0.03753201,3.224338753,0.121015915,0,0.04,0.0015329245534524126
药水,2,303,6.2,5.964,3.606,0.004041293,4.190943568,0.016936832,0,0.04,0.0003998933617701946
